time,hash,latitude,longitude,serial,distance,rssi
2019-08-01T14:15:00Z,0fff89885f08417f20aadfdbf62a372277e9085bcd024374b772ecac,60.16531,24.9442,00000000fdda10fe,27.28,-96
2019-08-01T14:15:00Z,144afc51fc2443c7031a2912566eff2ce60226a49d6d2bd7c2923700,60.16544,24.95398,0000000038d83d41,17.4,-90
2019-08-01T14:15:00Z,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,31.5,-98
2019-08-01T14:15:00Z,15918569de0a46a8eb56b43d8d39f7fc82619ff1006f00822c85745c,60.17919,24.95181,000000007b5207b6,6.46,-78
2019-08-01T14:15:00Z,165ebbb4090d47319ae370f0d0854fdc1f6b79499f8b2e4d3c3533c0,60.16544,24.95398,0000000038d83d41,33.81,-99
2019-08-01T14:15:00Z,2359f881a4fe8163beed82355aabbba0b00b99f1e4a2a4ccd7186bc4,60.15432,24.9211,0000000019fb59c4,8.38,-81
2019-08-01T14:15:00Z,24d2f2ddd119efcb13abb0ab2cb53850e9788b6713967ccca4d6e071,60.16897,24.95222,00000000aa852af1,25.36,-95
2019-08-01T14:15:00Z,29a5db8c78e553beb48552e1d686a6c7336d9012c50171aed15d6dc5,60.16544,24.95398,0000000038d83d41,12.69,-86
2019-08-01T14:15:00Z,2a49f7fc9c505d9cebee5c8db80a08dbbdfdac858da38a1e9acc41b0,60.17918,24.95141,00000000675d5200,4.11,-73
2019-08-01T14:15:00Z,43b676ed3aef4c2d8846694817e76117873be52e7f788e0cb366c1c4,60.16629,24.95957,00000000fb7600be,20.28,-92
2019-08-01T14:15:00Z,4de1234054c0ad564da4a96fa45a0531feaa109e9da645e55bf27afc,60.16629,24.95957,00000000fb7600be,12.69,-86
2019-08-01T14:15:00Z,5b4e7343b536dcb21bf9b3efc94be6a1971886140d313adb0124768b,60.16829,24.94214,00000000afef4555,33.81,-99
2019-08-01T14:15:00Z,5b91abc1d452431fdb7bc15f638eee91a54034b6327f40e58ccacda6,60.14947,24.91438,000000004ef3150d,38.87,-101
