time,hash,latitude,longitude,serial,distance,rssi
2019-08-01T15:15:00Z,0fff89885f08417f20aadfdbf62a372277e9085bcd024374b772ecac,60.16531,24.9442,00000000fdda10fe,20.28,-92
2019-08-01T15:15:00Z,144afc51fc2443c7031a2912566eff2ce60226a49d6d2bd7c2923700,60.16544,24.95398,0000000038d83d41,18.79,-91
2019-08-01T15:15:00Z,14c7e1511b70f4dd3359cbece1377aebb4d70531f5489eefe53d7c3c,60.16544,24.95398,0000000038d83d41,31.5,-98
2019-08-01T15:15:00Z,165ebbb4090d47319ae370f0d0854fdc1f6b79499f8b2e4d3c3533c0,60.16544,24.95398,0000000038d83d41,27.28,-96
2019-08-01T15:15:00Z,2017900753cae01f74883a76d438d06e542dbf17427001d0f1f45a75,60.16897,24.95222,00000000aa852af1,27.28,-96
2019-08-01T15:15:00Z,22581e1d9764b88a01034a4cab1a6b02fa4aa770025b9bd340685163,60.15432,24.9211,0000000019fb59c4,9.92,-83
2019-08-01T15:15:00Z,34e371f9936882e03a528ea3504222dbcfde9c17b8785e4e8ef20cf2,60.17065,24.93641,000000000f4919c9,14.89,-88
2019-08-01T15:15:00Z,41d3af8da554a2f22a1c6596e0da84fd612b70022b5d295e6b4928e7,60.15432,24.9211,0000000019fb59c4,11.7,-85
2019-08-01T15:15:00Z,48cc8e1367abdf3560902c17d5b6be9777b260df82df76aac56d492c,60.16897,24.95222,00000000aa852af1,25.36,-95
2019-08-01T15:15:00Z,494a565e9df3481072c17cbc3d612897c3df6b9ee23cb8bf7a278ac4,60.450496,22.266387,00000000378bd7ea,13.75,-87
2019-08-01T15:15:00Z,4de1234054c0ad564da4a96fa45a0531feaa109e9da645e55bf27afc,60.16629,24.95957,00000000fb7600be,13.75,-87
2019-08-01T15:15:00Z,4ded67894b1dd7b8329a1b1736fb9a322bd5a0d9aecb9fab420db536,60.16762,24.95415,000000006b44cce7,14.89,-88
2019-08-01T15:15:00Z,58b487989163ff4aee77f48aaf200197c07f8d71b38129b610e68f71,60.1538,24.95595,0000000038bf9618,18.79,-91
2019-08-01T15:15:00Z,5d65719c4cbf045f068d084b72302f447d5fd034413d97d13be00d0e,60.18203,24.91341,00000000342570c2,20.28,-92
2019-08-01T15:15:00Z,61355cfb495f6c371bd27a7a91ae3de3b619611d3fcc0ae194bf4ce3,60.149,24.9843,00000000fffb8cf0,11.7,-85
2019-08-01T15:15:00Z,66dabd3229229330d23c70e9e1737429ddfe69db01f4a6a00f70fa20,60.16762,24.95415,000000006b44cce7,20.28,-92
